"","Fr_Countryname.x","Country","Fr_Countryname.y","Fr_FCV_status","Fr_FCS_Normalised","Fr_month","Fr_pt_suc","Fr_pt_attempt","Fr_delayed","Fr_irreg_lead_ant","Fr_anticipation","Fr_delayed_adj","Fr_anticipation_adj","Fr_pol_trigger","Fr_REIGN_Normalised","Fr_Country of origin (ISO)","Fr_refugees","Fr_z_refugees","Fr_refugees_fragile","Fr_idps","Fr_z_idps","Fr_idps_fragile","Fr_z_refugees_norm","Fr_Displaced_UNHCR_Normalised","Fr_month_yr","Fr_fatal_month","Fr_fatal_month_log","Fr_fatal_3_month","Fr_fatal_3_month_log","Fr_fatal_z","Fr_sd","Fr_mean","Fr_BRD_Normalised"
"106","Kiribati","KIR","Kiribati","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Korea DPR","PRK","Korea DPR",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"PRK",694,-1.19203305269911,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,2,1.09861228866811,8,2.19722457733622,1.19138832120022,1.02849515420804,0.971887462201738,10
"108","Kuwait","KWT","Kuwait",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"KWT",1442,1.62603917843121,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Luxembourg","LUX","Luxembourg",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LUX",5,NA,NA,0,0,"Not Fragile",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Madagascar","MDG","Madagascar",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MDG",283,-0.886475086357398,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,16,2.83321334405622,92,4.53259949315326,0.6508492810183,0.50668762488156,4.20282221679822,8.2542464050915
"111","Malta","MLT","Malta",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MLT",5,NA,NA,0,0,"Not Fragile",NA,0,Jul 2021,0,0,0,0,NA,0,0,0
"112","Mexico","MEX","Mexico",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MEX",15408,1.52745873730407,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,696,6.54678541076052,2107,7.65349490966125,-0.6507216294708,0.103695767837166,7.72097198867748,1.746391852646
"113","Micronesia","FSM","Micronesia","high-institutional and social fragility",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Moldova Republic of","MDA","Moldova Republic of",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MDA",2221,-1.22992719542939,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"115","Mongolia","MNG","Mongolia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MNG",2290,0.55429124705869,"Not Fragile",0,0,"Not Fragile",5.5429124705869,0,Jul 2021,0,0,0,0,-0.288892102032128,0.189420705684762,0.0547221458336799,0
"116","Morocco","MAR","Morocco",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MAR",4489,1.08925553460298,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,3,1.38629436111989,0.671097700907654,0.751586522748227,0.881906373670377,0
"117","Nauru","NRU","Nauru",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"NRU",5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Panama","PAN","Panama",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"PAN",85,1.36945022091459,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,1,0.693147180559945,0.46950418878232,0.436884058208087,0.48802828521903,0
"119","Rwanda","RWA","Rwanda",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"RWA",245806,0.140733297399473,"Not Fragile",0,0,"Not Fragile",1.40733297399473,0,Jul 2021,1,0.693147180559945,6,1.94591014905531,-0.0234464791181668,0.937113578209738,1.96788216299816,4.88276760440917
"120","Samoa","WSM","Samoa",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Sao Tome and Principe","STP","Sao Tome and Principe",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"STP",28,-0.0456118825309439,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Saudi Arabia","SAU","Saudi Arabia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SAU",2030,1.47528906421472,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-1.52688605246986,2.34024550818067,3.5732882257963,0
"123","Senegal","SEN","Senegal",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SEN",14004,-1.52032620259132,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,1,0.693147180559945,6,1.94591014905531,1.13329833955111,0.878730851102647,0.950045934588351,10
"124","Sierra Leone","SLE","Sierra Leone",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SLE",5759,1.82946665330905,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-1.08144618735358,1.04653969705689,1.13177636529634,0
"125","Tanzania","TZA","Tanzania",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"TZA",714,-0.0335613024116364,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,2,1.09861228866811,4,1.6094379124341,-0.258660883010664,1.01781455629813,1.87270672430728,0
"126","Togo","TGO","Togo",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"TGO",7725,-1.12729844026228,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,1,0.693147180559945,-0.451922138786489,0.71395372985102,1.01579867714881,0
"127","Turkey","TUR","Turkey",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"TUR",93738,1.76253269917032,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,18,2.94443897916644,82,4.4188406077966,-0.633794483856152,1.00738308453433,5.05731444990445,1.83102758071924
"128","Turkmenistan","TKM","Turkmenistan",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"TKM",515,1.29021587879709,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Tuvalu","TUV","Tuvalu","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Uzbekistan","UZB","Uzbekistan",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"UZB",3133,-0.908031793939752,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,1,0.693147180559945,3,1.38629436111989,1.83752631857555,0.476658648218128,0.510421550042437,5
"131","Vanuatu","VUT","Vanuatu",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Australia","AUS","Australia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"AUS",35,1.6754237630754,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Austria","AUT","Austria",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"AUT",33,1.34976381199754,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.627907441102797,0.698371940660107,0.438512938197882,0
"134","Belgium","BEL","Belgium",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BEL",33,-1.11536832271712,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.520977057614493,0.404615191001118,0.210795231673889,0
"135","Chile","CHL","Chile",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"CHL",694,2.01030237296982,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,1,0.693147180559945,3,1.38629436111989,-0.192524393360712,0.845697701082328,1.54911179798731,0
"136","Cuba","CUB","Cuba",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CUB",8980,1.81051393725645,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,1,0.693147180559945,1,0.693147180559945,0.826800641539291,0.43702185617666,0.331817229506391,0
"137","Czech Republic","CZE","Czech Republic",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"CZE",1127,-1.62611345626846,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,1,0.693147180559945,2.65684465662029,0.230198047865263,0.0815467271246994,5
"138","Dominican Republic","DOM","Dominican Republic",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"DOM",590,1.52850885721834,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-1.43696086371219,0.723964087709736,1.04030806077199,0
"139","Estonia","EST","Estonia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"EST",277,-0.825132908093872,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"140","Iceland","ISL","Iceland",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"ISL",10,1.5,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","India","IND","India",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"IND",12428,1.34748214532675,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,85,4.45434729625351,272,5.60947179518496,-0.86238009539554,0.313940982586085,5.88020824969612,0.6880995230223
"142","Ireland","IRL","Ireland",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"IRL",5,-0.577350269189626,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"143","Israel","ISR","Israel",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ISR",398,-0.851259984345764,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,1,0.693147180559945,16,2.83321334405622,2.22055576962113,0.918154322320132,0.794400466225668,10
"144","Italy","ITA","Italy",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ITA",72,0.754378320906601,"Not Fragile",0,0,"Not Fragile",7.54378320906601,0,Jul 2021,0,0,1,0.693147180559945,2.65684465662029,0.230198047865263,0.0815467271246994,5
"145","Japan","JPN","Japan",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"JPN",40,-0.577200848642895,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"146","Jordan","JOR","Jordan",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"JOR",2489,1.22563665708445,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.821198156350346,0.757928010879686,0.622409085180682,0
"147","Latvia","LVA","Latvia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LVA",153,-0.636802356606279,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"148","Liberia","LBR","Liberia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LBR",5237,-0.706792345221771,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,1,0.693147180559945,0.161294626181436,0.550099802092985,0.604419038618875,0
"149","Lithuania","LTU","Lithuania",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LTU",68,-0.57473486929598,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"150","Netherlands","NLD","Netherlands",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"NLD",61,0.783736096305383,"Not Fragile",0,0,"Not Fragile",7.83736096305383,0,Jul 2021,0,0,0,0,-0.449088713139072,0.272374003416936,0.122320090687049,0
"151","New Zealand","NZL","New Zealand",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"NZL",35,0.826344842397926,"Not Fragile",0,0,"Not Fragile",8.26344842397926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","North Macedonia","MKD","North Macedonia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MKD",1596,-1.76378577101804,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.162221421130763,0.112443320683216,0.0182407152778933,0
"153","Philippines","PHL","Philippines",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"PHL",490,-0.426723510153273,"Not Fragile",150368,0.0681985339042998,"Not Fragile",0,0.681985339042999,Jul 2021,70,4.26267987704132,303,5.71702770140622,-1.62967530225941,0.160091666500822,5.97792513640016,0
"154","Portugal","PRT","Portugal",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"PRT",32,1.27461308614629,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.716497720831838,0.341438882862148,0.244640181374098,0
"155","Qatar","QAT","Qatar",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"QAT",38,1.36979645804733,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Saint Kitts and Nevis","KNA","Saint Kitts and Nevis",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"KNA",54,0.58394549488145,"Not Fragile",0,0,"Not Fragile",5.8394549488145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Saint Vincent and the Grenadines","VCT","Saint Vincent and the Grenadines",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"VCT",742,-1.48825234368084,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Singapore","SGP","Singapore",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SGP",42,-0.556536546012801,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Slovenia","SVN","Slovenia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SVN",22,0.61079699589575,"Not Fragile",0,0,"Not Fragile",6.1079699589575,0,Jul 2021,0,0,0,0,NA,0,0,0
"160","Sweden","SWE","Sweden",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SWE",8,-1.79679165617431,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.449088713139072,0.272374003416936,0.122320090687049,0
"161","Switzerland","CHE","Switzerland",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CHE",5,-0.58554004376912,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"162","Thailand","THA","Thailand",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"THA",182,-0.0484604583884071,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,6,1.94591014905531,17,2.89037175789616,-1.16239898033656,0.535616107605983,3.5129713752292,0
"163","Tonga","TON","Tonga",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"TON",36,1.13789826000382,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","United States of America","USA","United States of America",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"USA",369,-0.564539234987626,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,2,1.09861228866811,24,3.2188758248682,-1.74210422966624,0.266064507607272,3.6823879289349,0
"165","Uruguay","URY","Uruguay",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"URY",20,-0.459557658859323,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.486183751292721,0.342581710593179,0.166557661180469,0
"166","Benin","BEN","Benin",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BEN",666,0.807511547446058,"Not Fragile",0,0,"Not Fragile",8.07511547446058,0,Jul 2021,5,1.79175946922805,15,2.77258872223978,0.319427856921809,0.752445692412431,2.53223660726243,6.59713928460905
"167","Canada","CAN","Canada",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CAN",85,0.969668461987096,"Not Fragile",0,0,"Not Fragile",9.69668461987096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Costa Rica","CRI","Costa Rica",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CRI",233,-0.310700628363839,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.910465304799611,0.749527981169199,0.682419221831052,0
"169","CÃ´te d'Ivoire","CIV","C™te d'Ivoire",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CIV",37601,-0.756201054125457,"Not Fragile",5394,-0.372560304379302,"Not Fragile",0,0,Jul 2021,3,1.38629436111989,11,2.484906649788,0.0398187443381713,0.984490810903195,2.44570546188537,5.19909372169086
"170","Denmark","DNK","Denmark",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"DNK",10,0.261116483933547,"Not Fragile",0,0,"Not Fragile",2.61116483933547,0,Jul 2021,0,0,0,0,-0.449088713139072,0.272374003416936,0.122320090687049,0
"171","Eswatini","SWZ","Eswatini",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SWZ",198,-0.447005914153406,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,3,1.38629436111989,20,3.04452243772342,2.5964661618256,0.874649618595054,0.773524299587698,10
"172","Finland","FIN","Finland",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul 2021,0,0,0,0,-0.449088713139072,0.272374003416936,0.122320090687049,0
"173","Ghana","GHA","Ghana",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GHA",13877,-1.332803147356,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,1,0.693147180559945,14,2.70805020110221,0.72107297591191,0.597479705076212,2.27722373211594,8.60536487955955
"174","Guinea-Bissau","GNB","Guinea-Bissau","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"GNB",1643,-0.28237850042829,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.83088088383003,0.661176460358457,0.549358881750246,0
"175","Indonesia","IDN","Indonesia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"IDN",13037,0.0247132830642327,"Not Fragile",0,0,"Not Fragile",0.247132830642327,0,Jul 2021,4,1.6094379124341,32,3.49650756146648,-0.480547895544386,0.454488366212297,3.71491098939921,2.59726052227807
"176","Jamaica","JAM","Jamaica",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"JAM",2518,0.994609031216224,"Not Fragile",0,0,"Not Fragile",9.94609031216224,0,Jul 2021,28,3.36729582998647,58,4.07753744390572,-0.275606915558306,0.159063732688665,4.12137650864923,3.62196542220847
"177","Korea Republic of","KOR","Korea Republic of",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"KOR",156,-1.07648424930005,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"178","Kyrgyzstan","KGZ","Kyrgyzstan",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"KGZ",2896,0.782632142051031,"Not Fragile",0,0,"Not Fragile",7.82632142051031,0,Jul 2021,0,0,0,0,-0.764681588092094,1.01126521396821,0.773295889799504,0
"179","Lao PDR","LAO","Lao PDR",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LAO",6681,-1.30282706254132,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Liechtenstein","LIE","Liechtenstein",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Marshall Islands","MHL","Marshall Islands","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"MHL",7,0.801783725737273,"Not Fragile",0,0,"Not Fragile",8.01783725737273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Namibia","NAM","Namibia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"NAM",467,-1.44631346723336,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.715839570625359,0.435870042885391,0.312013024347535,0
"183","Nepal","NPL","Nepal",NA,0,8,0,0,1,0,1,0,0,"Not Fragile",0,"NPL",7492,-1.77012514642139,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,1,0.693147180559945,-0.99264724254113,0.723248414617682,1.41107772500243,0
"184","Norway","NOR","Norway",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"NOR",5,-0.952661023244934,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.449088713139072,0.272374003416936,0.122320090687049,0
"185","Paraguay","PRY","Paraguay",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"PRY",119,2.03131249974483,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,3,1.38629436111989,5,1.79175946922805,0.645800999306857,0.890433715237857,1.21671648611093,0
"186","Russian Federation","RUS","Russian Federation",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"RUS",52717,-1.79667774933969,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,3,1.38629436111989,4,1.6094379124341,-1.35005028153704,0.68579678783322,2.53529805892554,0
"187","Slovakia","SVK","Slovakia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SVK",1368,1.05454411100483,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,NA,0,0,0
"188","Sri Lanka","LKA","Sri Lanka",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LKA",142716,2.09324730649512,"Fragile",25013,-1.21901945584153,"Not Fragile",10,0,Jul 2021,0,0,2,1.09861228866811,-0.757763834402736,1.29772755192991,2.0819832944286,0
"189","United Kingdom","GBR","United Kingdom",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GBR",67,-0.905813532820891,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,1,0.693147180559945,0.104149680899446,0.530914200980904,0.6378526359428,0
"190","Viet Nam","VNM","Viet Nam",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"VNM",316727,-0.59731807201104,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.725140177831225,0.564628010885786,0.40943445622221,0
>>>>>>> master
