"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"240","Chad","TCD",28.8,8.24,0.248412698412698,0.830442324581494,0.01,0.01,0.000666666666667481,0.000666666666667481,0.035,0,0.00140000000000029,0,20210818,NA,31.98,NA,25,NA,32.98,NA,NA,7.38769230769231,7.5,7.2,NA,"0.1","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","2","Low","1.8 %","Low","NO DATA",NA,"3.5 %","Medium","Fully open","Low","1,778,633","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-91.67%","Low","6.4","Medium","0.0","Low","5.1","Medium","No hotspot","Low","High","High",10,0,0
"241","Togo","TGO",32.5,7.5,0.613993651490767,6.29096709817537,-22.1364221364221,51.1522248062912,0,3.41014832041941,19.672,0.069,0.78688,0.138,20210818,NA,58.96,NA,62.5,NA,58.45,NA,NA,3.23692307692308,3.75,5.9,NA,"20.5","Medium","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.5 %","Low","NO DATA",NA,"1.8 %","Low","Fully open","Low","204,134","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"4.3","Medium","0.0","Low","1.9","Low","No hotspot","Low","NO CRISIS","Low",9.75,10,0
"242","Thailand","THA",73.2,0,0.456300721415695,3.93557592134988,37.5064532782654,28.1981181731481,2.50043021855102,1.87987454487654,311.515,2.826,10,5.652,20210818,NA,66.04,NA,75,NA,64.76,NA,NA,2.14769230769231,2.5,3.8,NA,"377.4","High","54","Medium","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-6.1 %","High","2.0 %","Low","-0.8 %","Medium","Partially open","Medium","NO DATA",NA,"220.00%","High","Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","66.67%","High","6.6","Medium","3.9","Medium","5.5","Medium","No hotspot","Low","Low","Medium",4.5,0,0
"243","Tajikistan","TJK",32.3,7.54,0.625,6.45536417136928,-61.1111111111111,-17.6946392540643,0,0,6.006,0.015,0.24024,0.0299999999999994,20210818,NA,34.38,NA,0,NA,39.29,NA,NA,7.01846153846154,10,4.3,NA,"11.1","Low","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","4.5 %","Low","NO DATA",NA,"8.6 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Public officials urging caution about COVID-19","Medium","No testing policy","High","No contact tracing","High","NO DATA",NA,"1.5","Low","0.0","Low","4.3","Medium","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"244","Turkmenistan","TKM",31.8,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210818,NA,55.47,NA,25,NA,59.82,NA,NA,3.77384615384615,7.5,3.3,NA,"NO DATA",NA,"47","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","No measures","High","No income support","High","0","High","4.6 %","Low","NO DATA",NA,"8.0 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Public officials urging caution about COVID-19","Medium","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","NO DATA",NA,"0.0","Low","0.0","Low","2.5","Medium","Hotspot","High","NO CRISIS","Low",3.25,0,0
"245","Timor-Leste","TLS",26,8.8,0.137862383363397,0,0.01,0.01,0.000666666666667481,0.000666666666667481,119.513,0.542,4.78052,1.084,20210818,NA,60.68,NA,50,NA,62.2,NA,NA,2.97230769230769,5,5.5,NA,"93.4","Medium","40","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","0","High","2.8 %","Low","NO DATA",NA,"0.5 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","1.5","Low","No hotspot","Low","Very Low","Medium",8.75,0,0
"246","Tonga","TON",25.1,8.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20210818,NA,30.94,NA,0,NA,35.36,NA,NA,7.54769230769231,10,4,NA,"NO DATA",NA,"47","Medium","Total border closure","Low","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-0.5 %","Medium","NO DATA",NA,"0.2 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",5,0,0
"247","Trinidad and Tobago","TTO",36.6,6.68,0.211453100745379,0.278392779917825,-14.9536988594747,11.9896715306551,0,0.799311435377009,162.712,5.002,6.50848,10,20210818,NA,63.65,NA,25,NA,69.17,NA,NA,2.51538461538462,7.5,3.8,NA,"192.8","High","80","Medium","Total border closure","Low","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-7.8 %","High","5.0 %","Medium","1.0 %","Low","Academic break","Low","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","5.26%","Medium","0.0","Low","0.9","Low","0.3","Low","NO DATA",NA,"High","High",4.5,0,0
"248","Tunisia","TUN",33.7,7.26,0.499963740765721,4.5877515799647,-40.0504212979563,-42.7869582397103,0,0,145.775,9.863,5.831,10,20210818,NA,67.81,NA,75,NA,66.79,NA,NA,1.87538461538461,2.5,3.7,NA,"326.8","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with minimal exceptions (e.g. allowed to leave on ...","Low","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","3.8 %","Low","NO DATA",NA,"5.7 %","High","Academic break","Low","NO DATA",NA,"116.67%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","0.0","Low","0.0","Low","0.3","Low","No hotspot","Low","NO CRISIS","Low",4.25,0,0
"249","Turkey","TUR",52.4,3.52,0.49025578213899,4.44274799557127,71.6939019529693,19.3330377047058,4.77959346353129,1.28886918031372,261.775,1.712,10,3.424,20210818,NA,61.04,NA,50,NA,62.62,NA,NA,2.91692307692308,5,3.9,NA,"342.1","High","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","0","High","1.8 %","Low","12.4 %","Medium","12.3 %","High","Academic break","Low","NO DATA",NA,"-69.23%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-31.43%","Low","4.6","Medium","0.0","Low","0.9","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"250","Tuvalu","TUV",21.6,9.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.5 %","Medium","NO DATA",NA,"1.6 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",7.75,0,0
"251","Tanzania","TZA",36.4,6.72,0.604166666666667,6.1441856708884,0.01,0.01,0.000666666666667481,0.000666666666667481,0.837,0.069,0.0334799999999991,0.138,20210818,NA,25.62,NA,37.5,NA,23.93,NA,NA,8.36615384615385,6.25,5.6,NA,"26.7","Medium","-999","High","Screening","Medium","No measures","High","No measures","High","No income support","High","0","High","2.7 %","Low","NO DATA",NA,"3.3 %","Medium","Academic break","Low","488,661","Medium","NO DATA",NA,"Public officials urging caution about COVID-19","Medium","No testing policy","High","No contact tracing","High","NO DATA",NA,"0.0","Low","0.0","Low","3.9","Medium","No hotspot","Low","Low","Medium",9,0,0
"252","Uganda","UGA",44.3,5.14,0.390565141958548,2.95371196725146,-39.9827288428325,-22.2107843137255,0,0,3.901,0.265,0.156040000000001,0.529999999999999,20210818,NA,66.25,NA,25,NA,72.14,NA,NA,2.11538461538462,7.5,6.1,NA,"6.7","Low","47","Medium","Ban on high-risk regions","Medium","No measures","High","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","-2.1 %","High","NO DATA",NA,"3.8 %","Medium","Closed due to COVID-19","High","2,602,848","High","84.21%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","No contact tracing","High","28.00%","High","5.1","Medium","0.0","Low","4.2","Medium","No hotspot","Low","Medium","High",10,0,0
"253","Ukraine","UKR",38,6.4,0.63820910464507,6.65266286142438,21.9902805389883,24.7452156834567,1.46601870259922,1.64968104556378,36.516,0.98,1.46064,1.96,20210818,NA,52.4,NA,37.5,NA,54.52,NA,NA,4.24615384615385,6.25,4,NA,"24.7","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-4.2 %","High","9.0 %","Medium","7.9 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","32.55%","High","0.0","Low","0.0","Low","1.4","Low","NO DATA",NA,"High","High",5,0,0
"254","Uruguay","URY",41.3,5.74,0.684523918224978,7.34444722493706,-60.5744104899153,-31.7443354458697,0,0,32.078,0.617,1.28312,1.234,20210818,NA,59.9,NA,37.5,NA,63.1,NA,NA,3.09230769230769,6.25,3.2,NA,"59.7","Medium","80","Medium","Total border closure","Low","No measures","High","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.0 %","Low","10.3 %","Medium","8.3 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.8","Low","0.0","Low","1.9","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"255","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,63.54,NA,50,NA,65.48,NA,NA,2.53230769230769,5,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"256","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"257","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"258","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"259","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"260","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"261","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"262","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"263","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"264","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"265","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"266","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"267","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"268","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"269","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"270","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"271","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
"272","United States of America","USA",83.5,0,0.644864319941115,6.75206893740202,70.9593495934959,64.695337868614,4.73062330623306,4.31302252457427,406.024,2.133,10,4.266,20210818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"398.9","High","24","Medium","No measures","High","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-3.5 %","High","5.8 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"-1.72%","Medium","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.2","Medium","4.1","Medium","4.1","Medium","NO DATA",NA,"NO CRISIS","Low",1.25,10,0
